rating,review_text,date_added,date_updated,read_at,started_at,n_votes,n_comments,type
0,Timeless and encouraging. I've lost my copy and will replace it.,Mon Feb 04 08:58:24 -0800 2013,Mon Feb 04 08:59:01 -0800 2013,,,0,0,poetry
0,LOVE LOVE LOVE! Super fractured fairy tale with a funny message.,Tue Sep 18 17:33:26 -0700 2012,Sat Jul 08 07:43:59 -0700 2017,,,0,0,children
0,"Bereft predictable, shallow characters, in a sense that you don't care about any of them. Descriptions were too vacant...I had to skim through so many pages... 
 When it ends..it's a relief.",Tue Aug 28 13:20:05 -0700 2012,Thu Jun 13 14:14:47 -0700 2013,,,0,0,romance
0,"Alright, let's try reading this one again! For some reason I fell off the bandwagon about 1/3 into this book the first time around. Not even the slightest clue why.",Fri Aug 09 10:08:29 -0700 2013,Mon Jul 25 12:47:33 -0700 2016,Sat Jul 23 00:00:00 -0700 2016,Fri Jul 15 00:00:00 -0700 2016,0,0,fantasy_paranormal
0,This is one of those things I needed to read in a class. As it was I found the language maddeningly opaque and just couldn't stay focused.,Fri Aug 15 18:47:08 -0700 2008,Wed Jan 30 20:35:02 -0800 2013,,,0,0,poetry
0,Chad Michael Murray . . . Is this for real?,Wed Sep 20 01:45:47 -0700 2017,Wed Sep 20 01:49:35 -0700 2017,,,13,2,romance
0,Ilmselgelt mingi seenetrippimise lugu ikka. Saarast varki juba lampi valja ei motle...,Fri Mar 03 06:00:27 -0800 2017,Mon Apr 17 15:01:15 -0700 2017,,Thu Mar 09 00:00:00 -0800 2017,0,0,children
0,"What can I say, Christine Feehan ROCKS!",Fri Jun 29 12:55:23 -0700 2012,Fri Jun 29 12:56:07 -0700 2012,,,0,0,fantasy_paranormal
0,Dnf,Thu May 11 17:48:57 -0700 2017,Mon May 15 18:53:45 -0700 2017,Thu May 11 00:00:00 -0700 2017,,0,0,poetry
0,"This is really beautifully written & designed and incredibly moving, but I'm really unsure how I feel about it. The manufacturing of emotion with no clear outlet beyond a book bothers me--just reading this book and becoming more aware doesn't actually change anything, it just makes the intended audience sit around thinking that the third world is just so terrible but somehow our awareness will magically make it better, while it also doesn't really make us feel at all implicated in the condition of these other parts of the world. Also, it really upsets me when texts are based on interviews but don't make it very clear when there are actual quotations from the interviewees and when their stories are being filtered by others, or are just loosely inspiring fiction (I'm looking at you, Eve Ensler, as well). Even just moving/reprinting the info from the inside of the box describing each piece/its author would have made this much more clear (or adding page #s to the volumes and then the descriptions of their contents), and who cares if that would have made it a bit less pretty.",Fri Oct 24 10:46:52 -0700 2008,Wed May 27 17:04:20 -0700 2009,Tue May 05 00:00:00 -0700 2009,,2,0,comics_graphics
0,Didn't finish. Lost interest.,Fri May 06 14:22:25 -0700 2016,Wed Oct 26 06:53:53 -0700 2016,Wed Oct 26 06:53:53 -0700 2016,Fri May 06 00:00:00 -0700 2016,0,0,mystery_thriller_crime
0,I read the much much shorter version and I think I will try to read this one before reading the sequel.,Thu Mar 09 06:49:33 -0800 2017,Sun Apr 09 16:20:18 -0700 2017,,,0,0,mystery_thriller_crime
0,"It's rare that I don't know how to rate a book, but this is one of those situations. I honestly don't know. 
 I had the pleasure of reading Bright Shiny Morning before reading this. I'd heard all about the controversy surrounding A Million Little Pieces before I ever read Bright Shiny Morning and it didn't matter to me. I didn't care if the book was factual or if the author lied. None of that mattered, so my mind is open. 
 BSM and AMLP both showcase Frey's unique style. He doesn't follow standard grammar rules, and I thought that was okay in BSM. It set the tone that couldn't have been accomplished otherwise. It was perfect. 
 However, I didn't feel that tone here in AMLP. The structural changes and random capital words were distracting, though at the same time, I feel like Frey accurately depicted the thoughts of someone struggling with addictions. I've never struggled with drug and alcoholic addictions, but I've had addictions and I was able to relate to the protagonist's thinking style. 
 I didn't hate it, but it didn't 'wow' me, at least not in the same way BSM did. There were parts I found difficult to read. The redundancy and repetition was distracting, BUT it was intentional; and I found it realistic to a point. When we're addicted to something, thoughts are repetitive and circular as we can't get it out of our head. It's annoying, but not unrealistic, and that's essentially how I felt about this book. 
 Granted, I know that Frey made it up, which is obvious from the reading. He clearly exaggerated from the realms of reality. But it was still relatable content, which I think is important in any fictional story.",Sun Dec 07 10:17:07 -0800 2014,Fri Sep 11 10:20:40 -0700 2015,Tue Sep 08 00:00:00 -0700 2015,Thu Aug 20 00:00:00 -0700 2015,0,0,history_biography
0,"Queen Victoria: Demon Hunter 
 Queen Victoria: Demon Hunter is an entertaining look behind closed doors at Buckingham Palace. Zombies, wolves and all manner of unnatural creatures lurk behind every corner in London. When Prince Albert is kidnapped by a savage sect, the PM Lord Melbourne must confess their existence to meek little Queen Victoria. QV demands that she be trained as an official Demon Hunter to save Albert, as well as England from these monsters. Action packed, fun but a tad long.",Thu Jun 04 08:40:29 -0700 2015,Thu Jun 04 08:40:29 -0700 2015,,,0,0,fantasy_paranormal
0,cute valentine's day book for storytime,Sat Feb 05 07:39:36 -0800 2011,Sat Feb 05 07:40:50 -0800 2011,Sat Feb 05 00:00:00 -0800 2011,,0,0,children
0,Whle Harley tries to get elected to run the city the Scarecrown tries to stop her!,Mon Oct 09 08:12:28 -0700 2017,Mon Oct 09 08:12:52 -0700 2017,Mon Oct 09 14:32:05 -0700 2017,Mon Oct 09 00:00:00 -0700 2017,3,0,comics_graphics
0,"Best book ever, plot twist at the end.",Sun Mar 09 14:27:38 -0700 2014,Sun Mar 09 14:27:58 -0700 2014,,,0,0,young_adult
0,"Read my full review here: http://duckiereads.tumblr.com/post/14... 
 Thank you to the good people at the publisher for an e-galley of this book through NetGalley. The publisher's kindness does not reflect my review. 
 DNF at 11% 
 I remember scrolling through the books available for request on Netgalley and fuelled with an uncontrollable need to read this book. So of course, when my request was approved the word ""ecstatic"" comes to mind. Only to falter when I actually started the book.",Thu May 19 00:01:15 -0700 2016,Wed Aug 31 15:52:02 -0700 2016,Mon Jun 06 00:00:00 -0700 2016,Thu May 19 00:00:00 -0700 2016,0,0,young_adult
0,"Have two quotes instead of a review, because I find it difficult to give a number rating to poetry unless it's an immediate five stars: 
 The absolute heart of the poem of life butchered out of their own bodies // America, I am putting my queer shoulder to the wheel",Thu Dec 29 02:25:13 -0800 2016,Mon Sep 04 09:42:46 -0700 2017,Thu Dec 29 02:31:18 -0800 2016,Thu Dec 29 00:00:00 -0800 2016,0,0,comics_graphics
0,"Amazon Freebie today 8.24.17 
 https://www.amazon.com/dp/B015Y70F94/...",Thu Aug 24 07:39:06 -0700 2017,Thu Aug 24 07:42:55 -0700 2017,,,0,0,romance
0,"Unfortunately, I had to put this book down. It is very well written, but the HBO show ruined it for me. All of the surprises are gone. All of the cliffhangers feel like deflated balloons. FRIENDS - if I've learned nothing else from this venture, I've learned this: READ THE BOOK BEFORE YOU SEE THE MOVIE/TV SHOW.",Sun Jun 24 08:26:02 -0700 2012,Thu Mar 20 12:16:38 -0700 2014,Thu Jul 26 00:00:00 -0700 1990,,0,1,fantasy_paranormal
0,"If you know anything about me and my taste in books, you'd know I'm not the biggest fan of mainstream New Adult, but HOLY CRAP. This series is addictive. It does follow some stereotypical trends and tropes, but it also manages to not make me want to vomit from over-the-top cheesiness or problematic love interests. Give it a try if you're like me, who desperately wants to enjoy NA the way everyone else loves it, but just can't seem to pick up the right one.",Thu Aug 18 21:15:18 -0700 2016,Mon Sep 12 20:25:51 -0700 2016,Sat Sep 10 00:00:00 -0700 2016,Thu Sep 08 00:00:00 -0700 2016,0,0,romance
0,just saw the movie. gonna have to read this now.,Wed Feb 19 08:18:02 -0800 2014,Fri Oct 17 14:03:27 -0700 2014,,,1,4,mystery_thriller_crime
0,"To all of the 'reviewers' posting star reviews without reading the book. 
 WHY THE HELL ARE YOU RATING IT. 
 Goddamn it, people don't understand what their actions do on averaged sites like these.",Fri Jul 13 07:13:34 -0700 2012,Tue Oct 23 15:40:07 -0700 2012,,,16,0,young_adult
0,"In which we meet Kiki's evil twin new friend, Keke.",Sun Jul 14 08:18:07 -0700 2013,Sun Jul 14 08:22:37 -0700 2013,,,0,0,children
0,The audio is fantastic. It definitely was part of why I gave it five stars.,Sun Apr 09 12:37:24 -0700 2017,Sun Apr 09 12:38:13 -0700 2017,Sun Apr 09 12:38:13 -0700 2017,,0,0,history_biography
0,DNF,Sun May 14 09:55:23 -0700 2017,Tue Jun 27 12:08:13 -0700 2017,Tue Jun 27 13:19:16 -0700 2017,Tue Jun 13 00:00:00 -0700 2017,1,0,young_adult
0,"Haven't read this yet, but I was sold at ""Ever want to punch Cinderella in the face?"" hahaha.",Fri Mar 01 09:36:53 -0800 2013,Fri Mar 01 09:38:17 -0800 2013,,,1,0,young_adult
0,"The writing is so straightforward and tries to do the work that the artist usually does. Instead of seeing the character discover he has a tail and claws, he says ""I have a tail and claws."" The bad guy states his goals within pages. I don't think Atwood understands the dynamic between words and images in a graphic novel. The drawing style is off. Even in the first panel his fingers are weird. I supported Metallica for trying new stuff even when it wasn't their best; I feel the same about this book.",Sun Sep 25 20:43:50 -0700 2016,Sun Sep 25 20:52:36 -0700 2016,,,0,0,comics_graphics
0,"khwdm nkhwndm ,dshtm mykhbydm yky z dwstn dsht blnd blnd mykhwnd ,nmytwnm bgm chqd ldht brdm",Thu May 08 10:35:57 -0700 2014,Thu May 08 10:35:57 -0700 2014,,,0,4,poetry
0,"so interested by the premise and so disappointed by the execution. Reads like it was written for the author, not for the reader...which is fine...but I don't want to continue",Sat Feb 16 05:13:43 -0800 2013,Sat Apr 01 09:53:16 -0700 2017,,,0,0,history_biography
0,"It wouldn't be fair to rate this book in comparison to the other novels in Louise Penny's Armand Gamache series, as this one it was written for a literacy project. I didn't realize this when I started the book and wondered why the rich eloquent writing style I was accustomed to in this series had changed so dramatically. I missed the Three Pines characters and all the town coziness. I guess I expected too much out of this short little novella and can't say I would have missed anything by skipping over book 6.5.",Mon Apr 11 13:36:35 -0700 2016,Tue Apr 12 18:09:42 -0700 2016,Tue Apr 12 00:00:00 -0700 2016,Mon Apr 11 00:00:00 -0700 2016,2,0,mystery_thriller_crime
0,"The Return is coauthored by me, J. M. Hochstetler, and Bob Hostetler.",Sat Mar 25 10:37:36 -0700 2017,Wed Apr 05 12:26:07 -0700 2017,,,0,1,history_biography
0,"I love this series! It reminds me of Redwall, but in comic form.",Sun Jan 17 07:23:27 -0800 2016,Sun Jan 17 17:35:42 -0800 2016,Sun Jan 17 00:00:00 -0800 2016,Sun Jan 17 00:00:00 -0800 2016,0,0,comics_graphics
0,"So far I'm enjoying this book but not respecting it. For a book intended as a non-mathematician's guide to Godel's work, it reads like many a textbook I've had. I personally like that -- I find theorems on prime numbers very soothing -- but it leaves me suspicious of the book's self-awareness. 
 I'll have to pull up some quotes as I go....",Wed Jun 11 07:36:30 -0700 2008,Wed Jun 11 07:41:28 -0700 2008,,,1,0,history_biography
0,"It took a little while for this book to hit its stride, but once it did it really took off. 
 Pros: 
 Alina's a complex female character that kicks ass without being TheKickassGirl(tm). A hard line to walk. 
 Great world building. 
 An interesting world with a lot of peripheral moving parts, that encourages me to read the rest of the series. 
 Cons: 
 The ending was incredible and I could have used about thirty more pages of it. I hit it last night and destroyed it, but it was over entirely too fast and left me with a lot of questions. The rest of the book was well paced, but the ending felt like a sentence that cut out halfway through.",Mon Nov 04 08:05:18 -0800 2013,Wed Dec 25 06:05:21 -0800 2013,Wed Dec 25 06:05:21 -0800 2013,Mon Nov 04 00:00:00 -0800 2013,0,0,young_adult
0,"I registered a book at BookCrossing.com! 
 http://www.BookCrossing.com/journal/11999669",Mon Jun 24 06:49:57 -0700 2013,Mon Jun 24 07:34:47 -0700 2013,,,0,0,fantasy_paranormal
0,mehh,Thu Jun 28 12:57:13 -0700 2012,Fri Apr 25 08:04:17 -0700 2014,Fri Apr 25 08:04:17 -0700 2014,Thu Oct 11 00:00:00 -0700 2012,0,0,fantasy_paranormal
0,"Nopity nope nope nope noooooooope! 
 Christina and Four??????? 
 What the ever loving fuck is this? 
 Killing Tris was one thing - it hurt like hell (and I would have stopped reading after Book 1 if I'd known) but I am still reeling and will never read the series again finally over the emotional trauma of it all. 
 But now this? 
 There's an unspoken agreement between YA authors and readers that the main couple (or the most shipped one) gets a HEA. 
 Ms Roth didn't just ignore this memo, she now also ripped it to shreds and set it on fire.",Tue Feb 14 13:53:27 -0800 2017,Wed Mar 22 14:44:12 -0700 2017,,,17,10,young_adult
0,"Ms. Beauregard, I prefer not to post reviews that I feel only earn two stars. I found your story an interesting one, but you need a good editor - there are many repetitions all through the work and several places where verb tense in incorrect - simple things that need to be fixed before the story will shine through. Sorry.",Tue Jan 17 12:13:46 -0800 2017,Mon Jan 30 17:29:36 -0800 2017,Fri Jan 20 00:00:00 -0800 2017,Tue Jan 17 00:00:00 -0800 2017,0,0,fantasy_paranormal
0,"I haven't actually read this- the author plagiarized two popular books, Easy by Tamara Webber and Beautiful Disaster by Jamie McGuire- some paragraphs word for word! She says it was her ghost writer who did this, which is ridiculous. The book has been pulled from Amazon.",Thu Jun 27 12:36:33 -0700 2013,Thu Jun 27 12:40:35 -0700 2013,,,0,0,romance
0,"The uncle/niece relationship isn't working for me, it's kind of creepy. I also hate that she's in high school and only 17... I'm cutting my losses - DNF 55%",Mon Apr 03 16:16:54 -0700 2017,Tue Apr 04 11:02:04 -0700 2017,Sun Apr 02 00:00:00 -0700 2017,,1,0,romance
0,"Could not get into this book even after 150 pages. It should have been a slam dunk: murder, mystery and bloodlettings in medieval England, but I just didn't care about the characters/plot/etc.",Sun Oct 26 20:48:05 -0700 2014,Fri May 13 19:31:19 -0700 2016,,Mon Oct 27 00:00:00 -0700 2014,0,0,mystery_thriller_crime
0,Haven't gotten very far into this one but Candito's poems in the new Diode knocked my socks off.,Wed Sep 02 10:18:48 -0700 2009,Wed Sep 02 10:19:29 -0700 2009,,,0,0,poetry
0,Always wanted to read this in the the original!,Sat Feb 27 13:22:54 -0800 2016,Fri Mar 11 16:48:17 -0800 2016,Fri Mar 11 00:00:00 -0800 2016,Sat Feb 27 00:00:00 -0800 2016,0,0,children
0,Borrowing from Becky. We'll see how long it takes me. I'm reading too many things at the moment!,Wed Apr 01 20:33:30 -0700 2009,Sun Sep 14 00:39:33 -0700 2014,,,0,0,comics_graphics
0,Maybe I'm just not in the mood but I am not motivated to read any more of this. Maybe another time.,Wed Jan 21 03:32:09 -0800 2015,Tue Jan 27 18:22:52 -0800 2015,,Wed Jan 21 00:00:00 -0800 2015,0,6,mystery_thriller_crime
0,"More reviews at A Reader Under The Sea 
 *I received an advance reading copy in an exchange for an honest review.* 
 I will be honest with you all, I was up to page 74 when I realized that I wasn't really enjoying this book. I actually left this book for like 10 days to go read another book that I did love. And then I read an amazing review of this novel that was sort of a spoilery review. It kind of broke it down and explained things to me and made it clearer. That made the book seem all the more interesting that made me keep going. 
 The only reason why I wanted to read this was because I've heard how people loved Kerstin Gier's Ruby Red Trilogy and how amazing it was. So I sort of wanted to try Dream A Little Dream out and see how it would go for me. 
 Except the pacing of the book was just so slow and displeasing. And I just didn't know whether to keep going or not. 
 It all revolves around the main character Liv having a bizarre dream about four boys having a sort of ritual and calling this mysterious unrevealed person. And when she wakes up, the four same boys know things about her that they shouldn't. Because it was just a dream, right? And then she's connecting it back to a sweater that was lent to her by one of the boys. And the reason as to why they needed her. 
 It just got to the point where it was just making me tired of the book. And just making me have a reading slump. I just could not keep going, unfortunately, and so I did not finish it.",Thu Feb 05 18:02:56 -0800 2015,Fri Dec 11 17:04:32 -0800 2015,,,0,0,young_adult
0,iA book for children,Wed Jul 18 03:45:47 -0700 2012,Mon Sep 24 06:52:31 -0700 2012,,,1,0,children
0,"I feel like I can't really rate this book honestly because i didn't finish it. I love this author but I could not figure this book out. I like the character potential but it wasn't enough to push me to finish the book--and I've only ever not finished like 2 or 3 books in my lifetime. Disappointed...maybe I'll revisit it in a while and try again, but just because I love the author.",Tue Oct 01 17:12:01 -0700 2013,Tue Oct 01 17:12:01 -0700 2013,,,0,0,fantasy_paranormal
0,Look what arrived today!! Love this variant and cannot wait to read it :),Sun Apr 17 18:01:05 -0700 2016,Sun Jan 15 12:37:23 -0800 2017,,,1,0,comics_graphics
0,For Falon.,Mon Mar 08 06:18:36 -0800 2010,Mon Mar 08 06:18:47 -0800 2010,,,0,0,children
0,"I can't say enough about how much I love the Robert Langdon series so far! I accidentally read this book after ""The Da Vinci Code,"" but that did not make me love it any less. Brown's story-telling weaves beautifully with the descriptions of art and historical sites where his story takes place. The book also has many twists and turns! Whenever I thought I had figured something out, the complete opposite would end up happening. Well done.",Sun Jun 16 18:35:13 -0700 2013,Wed May 24 08:45:51 -0700 2017,,,0,0,mystery_thriller_crime
0,"Exactly what I signed up for. A romance novel straight from 1997. Great concept, a strong Lady Hawk element, good heroine. Interesting to make generalizations about where romance was in 1997 and how far we've come based on this book. I had issues with the hero, the setup, and the ending. Not a lot of actual romance, the hero and heroine spent a lot of time apart. Glad to have read it.",Tue Aug 01 21:09:47 -0700 2017,Tue Aug 08 12:57:05 -0700 2017,Mon Aug 07 00:00:00 -0700 2017,Wed Aug 02 00:00:00 -0700 2017,2,0,romance
0,"Well-done biographical comic book. I hadn't been too familiar with McQueen's career and this was a good overview. The art, while obviously done using photo-reference, is clear and aids the story.",Mon Dec 28 20:05:48 -0800 2015,Mon Dec 28 20:07:48 -0800 2015,Mon Dec 28 00:00:00 -0800 2015,Mon Dec 28 00:00:00 -0800 2015,0,0,comics_graphics
0,This promises to be a great read and I shall buy,Sun Aug 26 08:39:27 -0700 2012,Sun Aug 26 08:40:32 -0700 2012,,,1,0,romance
0,"I literally could not put this book down, I loved it so much. Can't wait to start the next one.",Wed May 20 20:38:41 -0700 2015,Tue Jun 09 13:46:21 -0700 2015,Mon Jun 08 00:00:00 -0700 2015,Fri Jun 05 00:00:00 -0700 2015,0,0,fantasy_paranormal
0,I would love to read this in the original Russian.,Sun Dec 25 18:22:01 -0800 2011,Fri Jul 13 09:05:16 -0700 2012,,,0,0,poetry
0,"I've never been a big reader of graphic novels - it's due to a lack of exposure, more than anything else - but there was something about Rutabaga's cheerful cover that called out to me, when I walked past a stack of advanced reader copies (ARC) at ALA Midwinter. 
 So I picked the ARC up and took it home. And I am so very glad I did. Because I've found a book that is not only enjoyable, but an absolutely lovely introduction to cooking and healthy eating for the younger readers in my life. 
 Eric Colossal introduces us to Rutabaga, a feisty, fearless chef who is always on the lookout to find the best ingredients for his food. There is no obstacle or dragon that will stop Rutabaga from getting the freshest and most unique produce, while he also offers his culinary expertise in a variety of ways - e.g. curing royal pets, and going off to cook with Vikings. 
 If there's one word I would use to describe Rutabaga, it's ""fun"". From beginning to end, Colossal's stories for Rutabaga are full of sly humor and quirky details, as we begin to get to know Rutabaga and his penchant for finding the most unique ingredients to use in his delicious-sounding cooking. 
 While many of Rutabaga's recipes involve fictitious ingredients, there's no denying the book's gentle emphasis on the value of eating fresh ingredients and taking the time to enjoy your food. It's a great lesson for younger readers, especially as they continue to develop their culinary habits. 
 Outside of the sheer cooking aspect, Rutabaga also serves as a crafty jack-of-all trades throughout the novel. He frequently applies his cooking skills to other dilemmas - including figuring out the diet for a starving royal pet, and tracking a monster - and it's a nice reminder that a skillset like cooking isn't isolated to simply creating and producing dishes. There's practicality to that skill and related skills, which younger readers will likely also appreciate. 
 Each story is also nicely accentuated by Colossal's bold, yet detailed illustrations - they're a visual treat for an already very funny tale. And while the book ends with a bit of a cliffhanger, but readers will likely be relieved to know that there are definitely more books on the way. 
 Final verdict: 
 Rutabaga: The Adventure Chef, is not only a fun and cheerful read, it's also an educational read. 
 Through Rutabaga's fearless adventures across kingdoms, forests and with the trusty Pot by his side, Colossal is helping young readers develop a strong appreciation for healthy food, and the art of cooking. And in a time where people are increasingly trying to emphasize healthy eating, this is a great thing. 
 I live in an area that has a strong emphasis on farm-to-fork cooking, and Rutabaga's ideals absolutely fit in with that mentality. I've already recommended Rutabaga to the librarians I work with, and will be looking forward to recommending the book to the teachers I work with, as well. 
 Highly recommend for graphic novel fans, and young foodies. This is the book for you.",Thu Jul 02 21:51:20 -0700 2015,Thu Jul 02 21:51:57 -0700 2015,Wed Jun 17 00:00:00 -0700 2015,,0,0,comics_graphics
0,"DNF @ 12% 
 Me and this book are just not going to get along. 
 First off, the sexism is high in this one folks. I know that female athletes are still considered the lesser of the two sexes. I know it's harder to get crowds and an audience for professional women's sports. BUT if this book, written by women FYI, is going to make sexism a major plot point and not in a realistic way like the first 12% of the book has painted it then I'm not interested. It's infuriating. There is no way that a reporter(well multiple reporters) would show up to a press conference for a professional women's soccer team and shout questions about their game being sexy and bloody and then have their jersey be unveiled with a falcon with nail polish painted and dripping off its claws. That is fucking offensive and I don't want to read about it. NO FUCKING THANK YOU. 
 Secondly, I played soccer at a high level, so already I have high expectations for when soccer is represented in a book. I mean I'm nitpicking the rules and such. So I can understand Lainey and where she's coming from. Her love for the game and wanting to win. I also had/have a winning attitude. What I cannot deal with is a story about a professional women's soccer team that acts the way they do. You ask any of the ladies playing professional soccer right now and they would not be slacking off right after a match or practice. They would be deconstructing what just happened. Not fluffing it off and getting mad at the captain for wanting to analyze their game; especially a pre-season game. Which brings me to the fact that none of Lainey's teammates like her/are her friend. So already, at 12% into the book, we're showing girl on girl hate. No strong female friendships. Which is absolutely head-scratching since this is a book about a team sport and should be heavy on the female love and friendships. 
 Obviously, this book is not for me. There is no point continuing on with a book that is just going to infuriate me.",Thu Jan 12 20:51:05 -0800 2017,Fri Mar 17 11:34:19 -0700 2017,,Fri Mar 17 00:00:00 -0700 2017,1,0,romance
0,Did not finish at 55 pages in. Sage was kind of annoying. His fellow contestants also annoying. And this 'secret mission' with fatal results if you fail was actually boring me to tears.,Tue Jul 16 12:08:12 -0700 2013,Thu Jun 30 13:14:30 -0700 2016,Thu Jun 30 13:14:30 -0700 2016,Thu Jun 30 00:00:00 -0700 2016,0,0,young_adult
0,"Extreme to the max! I enjoyed this one a bit better than the first. It was interesting to not have Mindy involved nearly as much in the previous two entries in the series. The art is as good as ever and just as gory. OVER THE TOP, but in a good way!",Sun Nov 01 10:11:24 -0800 2015,Mon Nov 02 06:38:22 -0800 2015,Mon Nov 02 06:38:22 -0800 2015,Sun Nov 01 00:00:00 -0700 2015,0,0,comics_graphics
0,"I plan to use this for a program for the 2013 Summer Reading Program. We'll do some of the examples in the book, watch some of the suggested videos, and I'll start the program by reading Duck! Rabbit! Perfect for STEAM.",Thu Dec 26 08:53:19 -0800 2013,Thu Dec 26 08:55:27 -0800 2013,Thu Dec 26 08:55:27 -0800 2013,,1,0,children
0,"Guh, just guh! Sarah is such a believable and relatable narrator. 
 ""Up till now, I'd believed them boys and girls wanted to attend the white school. It had never occurred to me their mamas and daddies made them go, the same as mine made me.""",Fri Feb 12 18:56:21 -0800 2016,Fri Mar 11 17:53:50 -0800 2016,Fri Mar 11 00:00:00 -0800 2016,Fri Feb 12 00:00:00 -0800 2016,0,0,history_biography
0,I could not no matter how hard I tried get into this book. I give up for now. Maybe I can try again another time...in the long lost future.,Mon Oct 13 14:08:29 -0700 2008,Mon Oct 13 14:09:04 -0700 2008,,,0,0,romance
0,No Rating. Just wasn't my cup of tea.,Sun Oct 20 20:00:32 -0700 2013,Tue Oct 22 13:25:40 -0700 2013,Tue Oct 22 13:25:40 -0700 2013,Sun Oct 20 00:00:00 -0700 2013,0,0,poetry
0,"Preparing for college? Suffering an identity crisis? Witchoria-like cover art? 
 Yep, I am SOLD.",Wed Nov 23 11:44:30 -0800 2016,Fri Nov 25 15:06:35 -0800 2016,,,17,0,young_adult
0,"OMG!! This is an absolutely mind blowing story. It starts out slow and builds up to a major cliffhanger all I can say is WTH? NO WAY!!! I know I have to wait for book 2 but I don't know how I can I have got to know what's going to happen to Solomon and Chaos. Will Master desecrate them or will they escape? Absolutely nothing to say but brilliant writing, I was sucked in and didn't want it to end. The suspense builds and builds and hit you in the face with a giant slap, bravo Mr. Bane, what an crazy freaky story. 
 Independent reviewer for Paranormal Romance & Authors That Rock. 
 5 stunned fangs.",Mon Oct 26 07:09:09 -0700 2015,Mon Oct 26 07:09:28 -0700 2015,,,0,0,mystery_thriller_crime
0,The book I have been wanting to read since I was a little kid because I love the movie so much but I never got around to it until now. I read it to my grandsons at naptime killing two birds with one stone. They got lulled to sleep by my voice and I got all the way through the book. I intend to read all of the Oz books to them at naptime as they seem to enjoy it and lay very still and listen. The book is quite a bit different from the movie although both are excellent. Recommend to anyone who ever wished to be whisked off to someplace magical. Stands the test of time and with illustrations it is a most enjoyable read. A+++,Thu Jun 16 18:28:59 -0700 2016,Mon Sep 12 22:49:32 -0700 2016,Mon Sep 05 00:00:00 -0700 2016,Wed Aug 24 00:00:00 -0700 2016,0,0,children
