Real Rating,Predicted Rating,Assertion,Audit Reasons,Reason,Iteration,StartTime,EndTime,Duration
4,5,False,"['Positive Sentiment', 'General Enjoyment', 'Recommendation Willingness']","The reviewer uses positive language and expresses a desire to recommend the book, indicating a high level of satisfaction and engagement.",89,1729376968.1143315,1729376974.9902997,6.8759682178497314
5,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer describes the book as 'beautiful' with 'really nice illustrations', indicating a strong positive sentiment. Additionally, they mention a 'very sweet ending', suggesting overall satisfaction and enjoyment.",90,1729376974.9902997,1729376981.942255,6.951955318450928
5,5,True,"['Positive Sentiment', 'Engagement', 'Plot Satisfaction']","The reviewer uses very positive language, indicating a high level of satisfaction and engagement. The mention of the audio version 'bringing it to life' suggests that the book is effectively engaging and immersive.",91,1729376981.942255,1729376989.5321133,7.589858293533325
5,5,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses overwhelmingly positive language, describing the book as 'delightful', 'tender', and 'exceptional'. They also express appreciation for the author's ability to address grief and loss in a way that is accessible to all children. The tone is enthusiastic and encouraging, with no criticisms or negative comments mentioned.",92,1729376989.5321133,1729376998.800526,9.268412590026855
5,5,True,"['Positive Sentiment', 'General Enjoyment', 'Plot Satisfaction', 'Character Satisfaction']","The reviewer uses enthusiastic language, explicitly states their love for the book and compares it to one of their all-time favorites. There is no mention of dissatisfaction or negative aspects, indicating a high level of satisfaction and enjoyment with the book.",93,1729376998.800526,1729377007.6822138,8.881687879562378
5,5,True,"['Positive Sentiment', 'General Enjoyment', 'Plot Satisfaction', 'Character Satisfaction']","The reviewer expresses strong positive sentiment, highlighting the book as a 'treasured childhood memory' and stating it's one of their all-time favorites. They mention no specific complaints about the plot or characters, but instead focus on the overall enjoyment they've derived from reading the book.",94,1729377007.6822138,1729377016.7943363,9.112122535705566
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a positive phrase 'hauskoja kertomuksia' to describe the book, indicating overall satisfaction. The tone is also enthusiastic and suggests that the reader enjoyed the content.",95,1729377016.7943363,1729377024.312579,7.518242597579956
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses the word 'ihan yhta hyva' (almost very good) to describe the book, indicating a generally positive impression. The mention of Paddington as a comparison also suggests a positive sentiment towards the book's themes and style.",96,1729377024.312579,1729377032.642508,8.329929113388062
4,4,True,"['Positive Sentiment', 'General Enjoyment', 'Plot Satisfaction']","The reviewer uses positive language, mentioning that it's 'oikein mukavaa ja hyvantuulista luettavaa', indicating overall satisfaction with the book. The mention of a familiar and comfortable reading experience also suggests a high level of engagement.",97,1729377032.642508,1729377041.3920908,8.749582767486572
3,3,True,"['Neutral Sentiment', 'Plot Dissatisfaction']","The reviewer's tone is neutral, indicating mixed feelings. There is a mention of dissatisfaction with the plot, suggesting that the book did not meet their expectations.",98,1729377041.3920908,1729377048.4593687,7.067277908325195
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer finds the book 'hyva kirja' (good book) despite being a little unsure about some plot points, indicating general satisfaction and enjoyment.",99,1729377048.4593687,1729377056.1240754,7.664706707000732
3,4,False,"['Positive Sentiment', 'General Enjoyment', 'Engagement', 'Plot Satisfaction']","The reviewer's tone is generally positive, they express engagement with the book and satisfaction with its plot. Although they do not use superlatives to describe the book, their comments suggest a solid overall experience.",100,1729377056.1240754,1729377064.6416628,8.517587423324585
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a positive tone, calling it 'mukavaa ja kevytta luettavaa' (comforting and easy to read), indicating overall satisfaction with the book. The lack of negative comments or criticisms suggests a generally positive impression.",101,1729377064.6416628,1729377072.9774408,8.335777997970581
3,5,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a poetic phrase to describe their experience, indicating a positive overall sentiment. The use of 'rentouttavaa' (relaxing) also suggests that the book provided a soothing and enjoyable reading experience.",102,1729377072.9774408,1729377080.58578,7.608339071273804
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer expresses satisfaction with the book's character development, romantic elements, and nostalgic value, indicating a generally positive experience.",103,1729377080.58578,1729377087.553823,6.968043088912964
3,4,False,"['Positive Sentiment', 'Plot Satisfaction']","The reviewer uses a positive tone ('Perinteinen Anna-kirja') and indicates that the book is 'nopeaa ja mukavaa luettavaa,' suggesting they enjoyed it. The lack of negative comments or criticisms suggests that their overall satisfaction with the plot is high.",104,1729377087.553823,1729377096.191099,8.63727593421936
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses positive language ('kesaista ja leppoisaa', 'mukava kirja') and expresses a general sense of satisfaction with the book's content, indicating a good overall impression.",105,1729377096.191099,1729377104.1951668,8.00406789779663
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a mix of positive adjectives (mukavaa, helppoa, kivaa) to describe their experience with the book, indicating satisfaction and enjoyment. Although they do not explicitly mention the plot or characters, their overall tone is positive, suggesting that they appreciate the book's value and find it engaging.",106,1729377104.1951668,1729377113.677035,9.481868267059326
2,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer expresses mixed feelings, appreciating a few positive aspects (e.g., humor) but criticizing others (e.g., plot development, character focus). Overall, the tone is neutral and somewhat negative, indicating a generally good but not outstanding experience.",107,1729377113.677035,1729377122.2845414,8.607506275177002
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer mentions that the book is 'hyva kirja' (good book), praises the humor, and expresses overall satisfaction with the book, indicating a generally positive experience.",108,1729377122.2845414,1729377129.6626287,7.378087282180786
3,5,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a phrase that can be translated to 'I'm so bored...'. It's likely they are being sarcastic or ironic, and if taken at face value, the word 'kerran' would translate to 'again', which might imply that the book is familiar. However, given the rest of the text doesn't have anything bad to say about the book, it seems like sarcasm. Therefore, the review expresses a positive sentiment, implying a good rating.",109,1729377140.2171547,1729377148.0858889,7.868734121322632
3,3,True,"['Neutral Sentiment', 'Plot Dissatisfaction']","The reviewer does not display any strong positive or negative sentiment, indicating a neutral overall impression. However, they mention that the book does not live up to their expectations in terms of plot, suggesting a slight dissatisfaction.",110,1729377148.0858889,1729377155.9341242,7.848235368728638
3,3,True,"['Neutral Sentiment', 'Pacing Issues']","The reviewer does not express explicit satisfaction or dissatisfaction, instead opting for a neutral tone. However, they do mention pacing issues, suggesting some degree of difficulty in engaging with the book.",111,1729377155.9341462,1729377163.3815174,7.447371244430542
4,4,True,['Positive Sentiment'],"The reviewer expresses a generally positive sentiment, praising the book's ability to engage both children and adults. However, they mention that it's not as good as their first experience (the original 'karhukirjekirja'), indicating some disappointment with its quality.",112,1729377163.3815174,1729377172.0299413,8.648423910140991
4,4,True,"['Positive Sentiment', 'Plot Satisfaction']","The reviewer mentions that the book was enjoyable, with a pleasant tone and suitable for everyday reading. They also praise the plot as an 'innovative yhdistelma' (blend), indicating satisfaction.",113,1729377172.0299413,1729377180.4150598,8.38511848449707
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer describes the book as 'loistavia sanaleikkeja' (lovely lemmas) and 'hauska kirja' (fun book), indicating a generally positive tone. They also express a desire to continue reading the series, which suggests that they enjoyed it overall.",114,1729377180.4150598,1729377189.989802,9.574742078781128
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses positive language, describing the book as 'hihityttava' (funny) and 'hauska' (fun), indicating overall satisfaction. They also mention that good books can be enjoyed by both children and adults, suggesting a positive engagement with the material.",115,1729377189.989802,1729377199.3720737,9.382271766662598
3,4,False,"['Positive Sentiment', 'Plot Dissatisfaction']","The reviewer mentions that it's a 'Viisikko-kirja', implying it's a standard, normal book (not too good or bad). However, they also say 'ei huonoimmasta paasta kuitenkaan', meaning 'not even the worst part'. This suggests they were generally satisfied with the book despite some minor issues, leading to a classification of 4.",116,1729377199.3720737,1729377209.2778885,9.90581488609314
3,3,True,['Neutral Sentiment'],"The reviewer does not express strong satisfaction or dissatisfaction with the book, instead indicating a neutral experience that lacks explicit praise or criticism.",117,1729377209.2778885,1729377215.7181072,6.440218687057495
3,4,False,"['Neutral Sentiment', 'General Enjoyment']","The reviewer seems to have had mixed feelings, appreciating some aspects (e.g., 'Juoni on niin ennalta-arvattava etta') but expressing frustration with certain elements (e.g., 'missapa viisikossa ei olisi'). However, the overall tone is not overwhelmingly negative, and there's a mention of 'ihan peruskauraa', suggesting that the reviewer found some redeeming qualities in the book.",118,1729377215.7181072,1729377226.6770384,10.95893120765686
3,4,False,"['Positive Sentiment', 'Character Satisfaction']","The reviewer praises the book's ability to nudge traditional gender roles, suggesting that the author handles this topic with care. The tone is generally positive and engaged.",119,1729377226.6770384,1729377233.8406422,7.163603782653809
3,3,True,"['Negative Sentiment', 'Lack of Engagement']","The reviewer expresses mixed feelings about the book, with a negative sentiment towards its uniqueness and lack of engagement. However, they do acknowledge that it was 'hyvin kirjoitettu', indicating some level of satisfaction with the writing.",120,1729377233.8406422,1729377242.5476255,8.7069833278656
1,3,False,"['Negative Sentiment', 'Plot Dissatisfaction']","The reviewer expresses a somewhat neutral tone, with criticisms about the pacing and plot development. They also seem to appreciate some aspects of the book, but overall, their sentiment is leaning towards disappointment.",121,1729377242.5476255,1729377251.3962483,8.848622798919678
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer mentions that certain aspects, such as the characters' personalities and the world-building, were engaging and enjoyable. However, they also mention some criticisms, like Aslan's jumalmaisuus being a bit arsytta (too preachy) and the plot possibly being allegorical to Raamatusta (the Bible), which may slightly detract from their overall satisfaction.",122,1729377251.3962483,1729377262.1772213,10.780972957611084
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer expresses a general sense of satisfaction, indicating that they found enjoyment in reading the book.",123,1729377262.1772213,1729377268.6944,6.517178773880005
3,5,False,"['Neutral Sentiment', 'General Enjoyment']","The reviewer's rating is 5, indicating a very positive experience. The fact that they used only two words in the review suggests that the book evoked strong emotions or left a lasting impression.",124,1729377268.6954005,1729377276.3652732,7.669872760772705
3,2,False,"['Negative Sentiment', 'Repetition']","The reviewer uses a single word 'Iltalukemista' which is Finnish for 'not liked it', indicating strong dissatisfaction. The lack of additional information suggests that the review is brief and to the point, without any redeeming qualities.",125,1729377276.3652732,1729377284.374277,8.00900387763977
4,3,False,['Positive Sentiment'],"The reviewer states that the book is 'hyva kirja' (good book) despite some reservations. They also mention that the third part of a trilogy brings everything together, suggesting overall satisfaction.",126,1729377284.374277,1729377292.024566,7.650288820266724
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer expresses a generally positive sentiment, appreciating the book's plot and characters, as well as its overall enjoyment. The only critique mentioned is the Melukylan lasten and Pepin tasolle comparison, which they find less appealing than other Lindgren books.",127,1729377292.0246685,1729377301.2828622,9.258193731307983
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer mentions that the book is 'ihan hyva nuortenkirja' and 'muuten ihan hyva kirja', indicating overall satisfaction with the content. Although they mention some minor criticisms (e.g., Katja could have been focused more), these do not seem to detract from their overall enjoyment of the book.",128,1729377301.2828622,1729377311.1467805,9.86391830444336
3,4,False,"['Positive Sentiment', 'General Enjoyment', 'Plot Dissatisfaction', 'Character Dissatisfaction']","The reviewer mentions that Molly Moon is 'ihan viihdyttava' (very enjoyable) but also notes that the first books are on a different level and some aspects of the plot and characters have gaps. However, they still describe the book as 'ihin viihdyttava' at the end, indicating overall satisfaction.",129,1729377311.1467805,1729377321.909763,10.762982606887817
3,3,True,"['Neutral Sentiment', 'Plot Dissatisfaction']","The reviewer's tone is neutral, but indicates a lack of satisfaction with the plot, using phrases like 'ei sisalla mitaan maata mullistavaa' which suggests it didn't have a significant impact on them. The mention of it being similar to other Tiino books also implies a sense of mediocrity.",130,1729377321.909763,1729377331.2115784,9.301815271377563
3,5,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses positive language, stating 'Hyva kirja' and expressing satisfaction with the book's availability in multiple new editions.",131,1729377331.2115784,1729377338.3250973,7.113518953323364
3,5,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a formal Finnish phrase that suggests admiration for the book, indicating overall satisfaction.",132,1729377338.3250973,1729377344.4247236,6.099626302719116
3,5,False,"['Neutral Sentiment', 'General Enjoyment']","The reviewer uses a very informal and casual tone, indicating a relaxed and positive attitude towards the book. There is no explicit negative sentiment or specific criticism mentioned in the review.",133,1729377344.4247236,1729377351.814666,7.389942407608032
3,4,False,['Neutral Sentiment'],"The reviewer's tone is neutral, lacking explicit positive or negative sentiment. While no specific complaints are mentioned, the lack of strong engagement and general satisfaction suggests an average rating.",134,1729377368.3294096,1729377372.3527713,4.023361682891846
3,5,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a playful tone, expressing satisfaction with the book's engaging and entertaining nature.",135,1729377372.3527713,1729377378.7486641,6.395892858505249
3,4,False,['Positive Sentiment'],"The reviewer uses a very polite Finnish phrase, which suggests that they did not have any major complaints about the book. The tone is neutral and does not indicate strong satisfaction or dissatisfaction.",136,1729377378.7486641,1729377385.9458585,7.197194337844849
3,5,False,"['Positive Sentiment', 'Plot Satisfaction']","The reviewer uses a clever play on words with 'Perushyva Tiina-kirja' and mentions that the plot's twists reveal the entire story, indicating a high level of satisfaction with the book's engagement and satisfaction.",137,1729377385.946858,1729377393.996388,8.049530029296875
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer expresses overall satisfaction with the book, highlighting its engagement value and suggesting it's a good choice for readers, despite minor issues.",138,1729377393.996388,1729377401.7939713,7.797583341598511
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer praises the book as 'hyva lastenkirja' (good children's book), indicating general satisfaction, and mentions they can recognize why it is a classic from their adult perspective.",139,1729377401.7939713,1729377409.5023558,7.7083845138549805
3,4,False,"['Positive Sentiment', 'General Enjoyment', 'Plot Satisfaction']","The reviewer mentions a change in humor, but still finds it 'hauskaa luettava' (fun to read), suggesting general satisfaction. The tone is positive, and the lack of strong dissatisfaction with plot or characters indicates a good overall experience.",140,1729377409.5023558,1729377418.1812823,8.678926467895508
3,3,True,"['Positive Sentiment', 'Neutral Sentiment']","The reviewer expresses a general satisfaction with the book, mentioning it as something to be read in small portions. However, there is no explicit praise or criticism of specific aspects like plot or characters.",141,1729377418.1812823,1729377425.540066,7.358783721923828
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a non-standard English phrase, which suggests that they are trying to communicate a positive sentiment. However, upon closer inspection, the phrase 'Tama myos hauskaa valiluettavaa' is actually an expression of dissatisfaction with something being too boring (hauskaa means 'nice', but in this context, it's used ironically), indicating that the book might not be engaging enough for the reviewer.",142,1729377462.4589496,1729377469.5690587,7.110109090805054
3,3,True,"['Neutral Sentiment', 'General Enjoyment']","The reviewer does not explicitly state their satisfaction level, but the neutral tone and lack of negative comments suggest an average overall impression.",143,1729377469.5690587,1729377476.4411852,6.872126579284668
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a mix of positive language (Wilsonin nuortenkirjat ovat todella hyvia) to express satisfaction with the book, and mentions no major complaints or criticisms. They also indicate that while they may not have found it exceptional on a particular level (EI ylla ihan Lola Rosen tai Tatuoidun aidin tasolle), it is still a 'good' book for its intended audience of younger readers.",144,1729377476.441867,1729377487.5964286,11.154561519622803
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a positive tone, indicating satisfaction with the book. They also express willingness to recommend it, suggesting that they enjoyed certain aspects of the story and its characters.",145,1729377487.5964286,1729377495.7810187,8.184590101242065
3,3,True,"['Positive Sentiment', 'Plot Satisfaction', 'Character Satisfaction']","The reviewer expresses overall satisfaction with the book's quality, appreciating its place within a category and praising other aspects. However, they mention that it hasn't surpassed similar books by Louise Rennison in terms of quality.",146,1729377495.7810187,1729377504.3978906,8.61687183380127
4,4,True,['Positive Sentiment'],"The reviewer expresses general satisfaction, referring to it as 'hyvaa lastenkirjallisuutta' (good children's literature), and mentions a specific favorite book in the series. Although they mention not having found any books from the same publisher since then, their tone suggests that this is merely an observation rather than a negative comment.",147,1729377504.3978906,1729377513.8819802,9.484089612960815
4,5,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses positive language (""todella hyva kirja"", ""joka ei syyttele ketaan"") and expresses satisfaction with the book, indicating a very good experience. The tone is overall enthusiastic and encouraging, suggesting that the reviewer wants to recommend the book to others.",148,1729377513.8819802,1729377523.443461,9.56148076057434
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a neutral tone with a hint of positivity, expressing satisfaction with the book's overall quality and character development, indicating a generally positive experience.",149,1729377523.443461,1729377530.6474833,7.204022407531738
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a somewhat simplistic sentence structure and enthusiastic tone, indicating a generally positive sentiment. The phrase 'Peppi on paras!' suggests that the reviewer found the main character engaging and likable. Overall, while the review is brief, it conveys a sense of satisfaction with the book.",150,1729377530.6474833,1729377539.8048723,9.157388925552368
4,4,True,"['Positive Sentiment', 'Engagement', 'Plot Satisfaction']","The reviewer praises Seita Parkkola's writing style and mentions a well-structured plot, indicating overall satisfaction with the book. They also express willingness to recommend it to others.",151,1729377539.8048723,1729377548.535307,8.730434656143188
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer praises the book, using words like 'hyva' (good), and seems to appreciate the character's ability to evoke nostalgia for their childhood. The tone is positive, indicating a generally satisfied reader.",152,1729377548.535307,1729377556.9852033,8.449896335601807
3,3,True,['Neutral Sentiment'],"The reviewer mentions that 'ihan ok' Tiina-sarjassa is not the best, but still seems to be satisfied with it. There's no strong negative sentiment or positive praise that stands out, indicating a neutral overall impression.",153,1729377556.9857073,1729377565.1213484,8.135641098022461
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer expresses satisfaction with certain aspects of the book, such as Isabellan's growth and character development. They also mention that it is easy to identify themselves in the protagonist, indicating a positive emotional connection.",154,1729377565.1213484,1729377574.2821755,9.160827159881592
4,4,True,"['Positive Sentiment', 'Plot Dissatisfaction', 'Recommendation Willingness']","The reviewer expresses general satisfaction with some aspects, but indicates that they are still unsure if this book is the last in a series due to inconsistencies. They show willingness to recommend the series in its entirety.",155,1729377574.2821755,1729377582.790438,8.508262395858765
4,4,True,['Positive Sentiment'],"The reviewer uses a positive phrase (""Hauska kirja, yksi sarjan hauskimpia kirjoja"") to describe the book, suggesting general satisfaction.",156,1729377582.7909412,1729377589.899766,7.108824729919434
4,5,False,"['Positive Sentiment', 'General Enjoyment', 'Plot Satisfaction', 'Character Satisfaction']","The reviewer uses positive language, mentioning that 'Anastasia-kirja' is a good book and that the main character develops well. They also compare it favorably to another book in the series, indicating high satisfaction.",157,1729377589.9004312,1729377598.881684,8.981252908706665
4,4,True,"['Positive Sentiment', 'General Enjoyment', 'Pacing Issues']","The reviewer expresses generally positive sentiment towards the book, but mentions a slow pacing which slightly detracts from their overall satisfaction.",158,1729377598.881684,1729377606.049475,7.16779088973999
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer expresses appreciation for the nostalgic value, engaging plot, and likable characters, indicating a generally positive experience.",159,1729377606.049475,1729377613.216318,7.166842937469482
3,4,False,"['Positive Sentiment', 'General Enjoyment', 'Good Writing']","The reviewer praises the book's unique perspective, engaging style and its ability to depict a captivating journey. While it does not delve deeply into Eeva's backstory, this seems more like an oversight than a major complaint.",160,1729377613.216318,1729377622.003103,8.786785125732422
3,3,True,"['Positive Sentiment', 'Neutral Sentiment']","The reviewer uses a phrase that could be interpreted as positive or neutral, but lacks explicit details about the book's quality. The tone is not strongly positive or negative, suggesting an average rating.",161,1729377622.003103,1729377629.361449,7.358345985412598
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer describes the book as 'ihhan hauska' (very funny) and compares it to its predecessor, indicating a positive experience. They also mention 'huomattavan samanlaisia yksityiskohtia', which suggests that they enjoyed the book's humor and wit.",162,1729377629.361449,1729377638.6711943,9.30974531173706
3,4,False,"['Positive Sentiment', 'Plot Dissatisfaction', 'Character Satisfaction']","The reviewer expresses satisfaction with certain aspects, such as the book's relevance and engaging themes. However, they also mention that despite being written over 100 years ago, some parts remain timely and relevant, which suggests a positive sentiment towards the content itself. The reviewer's dissatisfaction seems to be more related to their initial unfamiliarity with the genre rather than the book's quality.",163,1729377638.6711943,1729377649.761858,11.09066367149353
3,5,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a positive Finnish phrase ('Jalleen hyva') to describe the book, indicating satisfaction and enjoyment.",164,1729377649.761858,1729377656.2931793,6.531321287155151
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a casual, friendly tone and doesn't express any strong negative sentiments. Instead, they mention 'ihan hyva', which roughly translates to 'pretty good' or 'very good'. This suggests a generally positive impression of the book.",165,1729377656.2931793,1729377664.6968129,8.40363359451294
3,3,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a simple phrase in Estonian, indicating a neutral to positive sentiment. While no specific details are provided about the book's plot or characters, the brevity of the review suggests that the user found some enjoyment in reading it.",166,1729377664.6968129,1729377673.025966,8.329153060913086
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer mentions that despite some plot issues, they still found the book engaging and enjoyable, indicating a generally positive experience.",167,1729377673.025966,1729377680.888245,7.862279176712036
3,5,False,"['Positive Sentiment', 'Plot Satisfaction', 'Character Satisfaction', 'General Enjoyment']","The reviewer expresses strong positive emotions, praises the nostalgic value and humor of the book, and indicates a general enjoyment of the series. They also mention that the series is 'mukavaa luettava' (pleasant to read), suggesting a high level of satisfaction.",168,1729377680.888245,1729377690.326236,9.43799090385437
3,3,True,"['Neutral Sentiment', 'Lack of Engagement']","The reviewer's tone is neutral, with no explicit praise or criticism. The lack of engagement and repetitive language suggests a lukewarm impression.",169,1729377690.326236,1729377697.7005975,7.374361515045166
4,4,True,"['Positive Sentiment', 'General Enjoyment']","The reviewer expresses overall satisfaction with the book, highlighting its engaging plot and characters, as well as their personal connection to it. The tone is generally positive, suggesting a good reading experience.",170,1729377697.7005975,1729377705.891297,8.190699577331543
3,4,False,"['Positive Sentiment', 'Plot Satisfaction', 'Character Satisfaction']","The reviewer uses a positive tone, mentions that the book 'held' their target audience despite some plot issues and feels it's an 'Ivan' good book.",171,1729377705.8922086,1729377713.865493,7.973284482955933
3,4,False,"['Positive Sentiment', 'Plot Dissatisfaction', 'General Enjoyment']","The reviewer praises the book's language, engaging the reader despite reading it in a foreign language. However, they also mention that the plot is 'samea laatua kuin edellisetkin sarjan osat,' indicating that it might not be as unique or captivating as other books in the series.",172,1729377713.865493,1729377723.1808405,9.31534743309021
4,4,True,"['Positive Sentiment', 'General Enjoyment', 'Plot Satisfaction', 'Character Satisfaction']","The reviewer uses positive language, indicating they enjoyed the book. They also mention Pepit as 'aina olleet,' implying a familiar and comforting character. There's no explicit criticism of plot or characters, suggesting overall satisfaction.",173,1729377723.1808405,1729377732.0422328,8.861392259597778
3,4,False,"['Positive Sentiment', 'General Enjoyment', 'Plot Satisfaction', 'Character Satisfaction']","The reviewer mentions several positive aspects, such as enjoying other Lehtisen books and appreciating specific themes like human relationships. They also mention that it's 'mukana' (included) in another book they liked, suggesting a connection to their existing knowledge and emotional investment.",174,1729377732.0422328,1729377742.3007343,10.258501529693604
3,4,False,['Positive Sentiment'],"The reviewer uses a neutral phrase 'Ihan perus salaisuus-kirja' to describe the book, indicating a general acceptance of its contents. The tone is also somewhat detached and doesn't express any strong enthusiasm or dissatisfaction.",175,1729377742.3007343,1729377750.2638934,7.963159084320068
3,4,False,"['Positive Sentiment', 'General Enjoyment']","The reviewer uses a casual and relaxed tone, indicating overall satisfaction with the book. Although they mention 'kevytta', which can be translated to 'light' or 'easy reading,' the context suggests it's a positive aspect of the book.",176,1729377750.2638934,1729377758.8939214,8.630028009414673
4,4,True,"['Positive Sentiment', 'Plot Dissatisfaction', 'Character Satisfaction']","The reviewer expresses a positive sentiment towards the book, highlighting engaging topics and unexpected plot elements. However, they mention some dissatisfaction with the adoption topic being handled. The overall tone suggests that while there were some drawbacks, the reviewer found the book to be generally satisfying.",177,1729377758.8939214,1729377768.3845325,9.49061107635498
3,4,False,"['Positive Sentiment', 'Engagement Mismatch', 'General Enjoyment']","The reviewer finds the book enjoyable and engaging, though seems to be detached from it and does not show strong enthusiasm. This mixed feeling suggests a generally positive experience but one that lacks depth or passion.",178,1729377768.3845325,1729377776.7841597,8.399627208709717
3,3,True,['Neutral Sentiment'],"The reviewer uses a neutral tone, neither strongly expressing satisfaction nor dissatisfaction. The mention of 'Ihan ok' (not bad) and 'valilukemista' (nice to read) suggests a lack of strong emotions towards the book.",179,1729377776.7841597,1729377784.7930381,8.008878469467163
